ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
S5450|804|3090|04019|AZ|Pima|0|2750148|S5450 - 804|S5450|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SECURITYCARE OF TENNESSEE, INC.|BlueScripts|BlueScripts (PDP)|BlueCross BlueShield of Tennessee|01/01/2016|7103|S5450 - 804
S5450|805|3090|04019|AZ|Pima|0|2753306|S5450 - 805|S5450|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SECURITYCARE OF TENNESSEE, INC.|BlueScripts|BlueScripts (PDP)|BlueCross BlueShield of Tennessee|01/01/2016|7104|S5450 - 805
S5450|806|3090|04019|AZ|Pima|0|2756464|S5450 - 806|S5450|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SECURITYCARE OF TENNESSEE, INC.|BlueScripts|BlueScripts (PDP)|BlueCross BlueShield of Tennessee|01/01/2016|7105|S5450 - 806
S5450|807|3090|04019|AZ|Pima|0|2759622|S5450 - 807|S5450|807|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SECURITYCARE OF TENNESSEE, INC.|BlueScripts|BlueScripts (PDP)|BlueCross BlueShield of Tennessee|01/01/2016|7106|S5450 - 807
S5540|801|3090|04019|AZ|Pima|0|2763420|S5540 - 801|S5540|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA|Blue Cross and Blue Shield of North Carolina|Blue Medicare Rx EGWP (PDP)|Blue Cross and Blue Shield of North Carolina|01/01/2006|7109|S5540 - 801
S5540|803|3090|04019|AZ|Pima|0|2766578|S5540 - 803|S5540|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA|Blue Cross and Blue Shield of North Carolina|Blue Medicare Rx EGWP Complete (PDP)|Blue Cross and Blue Shield of North Carolina|01/01/2006|7110|S5540 - 803
S5584|801|3090|04019|AZ|Pima|0|2771429|S5584 - 801|S5584|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Prescription Blue Employer Plan CY (PDP)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2006|7117|S5584 - 801
S5584|802|3090|04019|AZ|Pima|0|2774587|S5584 - 802|S5584|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Prescription Blue Employer Plan non-CY (PDP)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2006|7118|S5584 - 802
S5588|802|3090|04019|AZ|Pima|0|2777745|S5588 - 802|S5588|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|PARAMOUNT INSURANCE COMPANY|Paramount Prescription Drug Plan|Paramount Standard Prescription Drug Plan Empl (PDP)|Promedica Health System, Inc.|01/01/2006|7119|S5588 - 802
S5588|803|3090|04019|AZ|Pima|0|2780903|S5588 - 803|S5588|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|PARAMOUNT INSURANCE COMPANY|Paramount Prescription Drug Plan|Paramount Enhanced Prescription Drug Plan Empl (PDP)|Promedica Health System, Inc.|01/01/2006|7120|S5588 - 803
S5593|801|3090|04019|AZ|Pima|0|2784399|S5593 - 801|S5593|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HM HEALTH INSURANCE COMPANY|Highmark Inc.|Blue Rx PDP Employer Group Calendar (PDP)|Highmark Health|01/01/2006|7123|S5593 - 801
S5593|802|3090|04019|AZ|Pima|0|2787557|S5593 - 802|S5593|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HM HEALTH INSURANCE COMPANY|Highmark Inc.|Blue Rx PDP Employer Group Non-Calendar (PDP)|Highmark Health|01/01/2006|7124|S5593 - 802
S5596|803|3090|04019|AZ|Pima|0|2795359|S5596 - 803|S5596|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem / Anthem or Blue KC in Missouri|Blue MedicareRx (PDP)|Anthem Inc.|01/01/2006|7145|S5596 - 803
S5596|804|3090|04019|AZ|Pima|0|2798517|S5596 - 804|S5596|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ANTHEM INSURANCE COMPANIES, INC.|Anthem / Anthem or Blue KC in Missouri|Blue MedicareRx (PDP)|Anthem Inc.|01/01/2006|7146|S5596 - 804
S5601|108|3090|04019|AZ|Pima|0|2838256|S5601 - 108|S5601|108|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Plus (PDP)|CVS Health Corporation|01/01/2006|7214|S5601 - 108
S5601|177|3090|04019|AZ|Pima|0|2838722|S5601 - 177|S5601|177|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7217|S5601 - 177
S5601|178|3090|04019|AZ|Pima|0|2838928|S5601 - 178|S5601|178|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7218|S5601 - 178
S5601|181|3090|04019|AZ|Pima|0|2839490|S5601 - 181|S5601|181|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7221|S5601 - 181
S5601|182|3090|04019|AZ|Pima|0|2839805|S5601 - 182|S5601|182|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7222|S5601 - 182
S5601|186|3090|04019|AZ|Pima|0|2841491|S5601 - 186|S5601|186|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7226|S5601 - 186
S5601|189|3090|04019|AZ|Pima|0|2843084|S5601 - 189|S5601|189|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7229|S5601 - 189
S5601|190|3090|04019|AZ|Pima|0|2843515|S5601 - 190|S5601|190|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7230|S5601 - 190
S5601|191|3090|04019|AZ|Pima|0|2844068|S5601 - 191|S5601|191|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7231|S5601 - 191
S5601|192|3090|04019|AZ|Pima|0|2844377|S5601 - 192|S5601|192|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7232|S5601 - 192
S5601|193|3090|04019|AZ|Pima|0|2844880|S5601 - 193|S5601|193|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7233|S5601 - 193
S5601|196|3090|04019|AZ|Pima|0|2846133|S5601 - 196|S5601|196|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7236|S5601 - 196
S5601|197|3090|04019|AZ|Pima|0|2846285|S5601 - 197|S5601|197|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7237|S5601 - 197
S5601|199|3090|04019|AZ|Pima|0|2847156|S5601 - 199|S5601|199|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7239|S5601 - 199
S5601|201|3090|04019|AZ|Pima|0|2848181|S5601 - 201|S5601|201|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7241|S5601 - 201
S5601|202|3090|04019|AZ|Pima|0|2848281|S5601 - 202|S5601|202|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7242|S5601 - 202
S5601|204|3090|04019|AZ|Pima|0|2848887|S5601 - 204|S5601|204|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7244|S5601 - 204
S5601|205|3090|04019|AZ|Pima|0|2849047|S5601 - 205|S5601|205|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7245|S5601 - 205
S5601|206|3090|04019|AZ|Pima|0|2849298|S5601 - 206|S5601|206|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7246|S5601 - 206
S5601|802|3090|04019|AZ|Pima|0|2853285|S5601 - 802|S5601|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group (PDP)|CVS Health Corporation|01/01/2006|7252|S5601 - 802
S5601|803|3090|04019|AZ|Pima|0|2856443|S5601 - 803|S5601|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group FI AET (PDP)|CVS Health Corporation|01/01/2006|7253|S5601 - 803
S5601|804|3090|04019|AZ|Pima|0|2859602|S5601 - 804|S5601|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group FI (PDP)|CVS Health Corporation|01/01/2006|7254|S5601 - 804
S5601|806|3090|04019|AZ|Pima|0|2866036|S5601 - 806|S5601|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF AET (PDP)|CVS Health Corporation|01/01/2006|7256|S5601 - 806
S5601|808|3090|04019|AZ|Pima|0|2872389|S5601 - 808|S5601|808|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF - Non Calendar (PDP)|CVS Health Corporation|01/01/2006|7258|S5601 - 808
S5601|810|3090|04019|AZ|Pima|0|2878705|S5601 - 810|S5601|810|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF - Non Calendar (PDP)|CVS Health Corporation|01/01/2006|7260|S5601 - 810
S5601|812|3090|04019|AZ|Pima|0|2885099|S5601 - 812|S5601|812|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7262|S5601 - 812
S5601|814|3090|04019|AZ|Pima|0|2891434|S5601 - 814|S5601|814|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7264|S5601 - 814
S5601|818|3090|04019|AZ|Pima|0|2900930|S5601 - 818|S5601|818|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Rx offered by SilverScript - SF (PDP)|CVS Health Corporation|01/01/2006|7267|S5601 - 818
S5609|802|3090|04019|AZ|Pima|0|2907434|S5609 - 802|S5609|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ASURIS NORTHWEST HEALTH|Asuris Northwest Health|Asuris Medicare Script (PDP)|Cambia Health Solutions, Inc.|01/01/2006|7271|S5609 - 802
S5609|804|3090|04019|AZ|Pima|0|2910592|S5609 - 804|S5609|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ASURIS NORTHWEST HEALTH|Asuris Northwest Health|Asuris Medicare Script 02 (PDP)|Cambia Health Solutions, Inc.|01/01/2006|7272|S5609 - 804
S5609|805|3090|04019|AZ|Pima|0|2913750|S5609 - 805|S5609|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|ASURIS NORTHWEST HEALTH|Asuris Northwest Health|Asuris Medicare Script 03 (PDP)|Cambia Health Solutions, Inc.|01/01/2006|7273|S5609 - 805
S5617|103|3090|04019|AZ|Pima|0|2919449|S5617 - 103|S5617|103|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7281|S5617 - 103
S5617|108|3090|04019|AZ|Pima|0|2919700|S5617 - 108|S5617|108|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7282|S5617 - 108
S5617|113|3090|04019|AZ|Pima|0|2920400|S5617 - 113|S5617|113|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7283|S5617 - 113
S5617|123|3090|04019|AZ|Pima|0|2920989|S5617 - 123|S5617|123|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7285|S5617 - 123
S5617|128|3090|04019|AZ|Pima|0|2921647|S5617 - 128|S5617|128|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7286|S5617 - 128
S5617|133|3090|04019|AZ|Pima|0|2921777|S5617 - 133|S5617|133|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7287|S5617 - 133
S5617|143|3090|04019|AZ|Pima|0|2922367|S5617 - 143|S5617|143|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7289|S5617 - 143
S5617|148|3090|04019|AZ|Pima|0|2922523|S5617 - 148|S5617|148|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7290|S5617 - 148
S5617|153|3090|04019|AZ|Pima|0|2922925|S5617 - 153|S5617|153|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7291|S5617 - 153
S5617|215|3090|04019|AZ|Pima|0|2923593|S5617 - 215|S5617|215|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7295|S5617 - 215
S5617|222|3090|04019|AZ|Pima|0|2926502|S5617 - 222|S5617|222|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7302|S5617 - 222
S5617|223|3090|04019|AZ|Pima|0|2927244|S5617 - 223|S5617|223|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7303|S5617 - 223
S5617|224|3090|04019|AZ|Pima|0|2927643|S5617 - 224|S5617|224|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7304|S5617 - 224
S5617|247|3090|04019|AZ|Pima|0|2929378|S5617 - 247|S5617|247|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Extra Rx (PDP)|CIGNA|01/01/2006|7309|S5617 - 247
S5617|255|3090|04019|AZ|Pima|0|2930636|S5617 - 255|S5617|255|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Extra Rx (PDP)|CIGNA|01/01/2006|7317|S5617 - 255
S5617|262|3090|04019|AZ|Pima|0|2932737|S5617 - 262|S5617|262|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Extra Rx (PDP)|CIGNA|01/01/2006|7324|S5617 - 262
S5617|266|3090|04019|AZ|Pima|0|2934210|S5617 - 266|S5617|266|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Extra Rx (PDP)|CIGNA|01/01/2006|7328|S5617 - 266
S5617|270|3090|04019|AZ|Pima|0|2935019|S5617 - 270|S5617|270|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Extra Rx (PDP)|CIGNA|01/01/2006|7332|S5617 - 270
S5617|275|3090|04019|AZ|Pima|0|2935785|S5617 - 275|S5617|275|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Extra Rx (PDP)|CIGNA|01/01/2006|7337|S5617 - 275
S5617|277|3090|04019|AZ|Pima|0|2935991|S5617 - 277|S5617|277|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Extra Rx (PDP)|CIGNA|01/01/2006|7339|S5617 - 277
S5617|281|3090|04019|AZ|Pima|0|2936176|S5617 - 281|S5617|281|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Essential Rx (PDP)|CIGNA|01/01/2006|7343|S5617 - 281
S5617|300|3090|04019|AZ|Pima|0|2940740|S5617 - 300|S5617|300|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Essential Rx (PDP)|CIGNA|01/01/2006|7362|S5617 - 300
S5617|304|3090|04019|AZ|Pima|0|2941481|S5617 - 304|S5617|304|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Essential Rx (PDP)|CIGNA|01/01/2006|7366|S5617 - 304
S5617|306|3090|04019|AZ|Pima|0|2942063|S5617 - 306|S5617|306|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Essential Rx (PDP)|CIGNA|01/01/2006|7368|S5617 - 306
S5617|308|3090|04019|AZ|Pima|0|2942176|S5617 - 308|S5617|308|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Essential Rx (PDP)|CIGNA|01/01/2006|7370|S5617 - 308
S5617|309|3090|04019|AZ|Pima|0|2942205|S5617 - 309|S5617|309|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Essential Rx (PDP)|CIGNA|01/01/2006|7371|S5617 - 309
S5617|802|3090|04019|AZ|Pima|0|2945868|S5617 - 802|S5617|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Rx Medicare FY (PDP)|CIGNA|01/01/2006|7380|S5617 - 802
S5617|806|3090|04019|AZ|Pima|0|2952192|S5617 - 806|S5617|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Rx Medicare FY (PDP)|CIGNA|01/01/2006|7382|S5617 - 806
S5660|804|3090|04019|AZ|Pima|0|2964944|S5660 - 804|S5660|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7386|S5660 - 804
S5715|801|3090|04019|AZ|Pima|0|2974471|S5715 - 801|S5715|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7400|S5715 - 801
S5715|803|3090|04019|AZ|Pima|0|2980789|S5715 - 803|S5715|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7402|S5715 - 803
S5715|807|3090|04019|AZ|Pima|0|2983947|S5715 - 807|S5715|807|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7403|S5715 - 807
S5715|809|3090|04019|AZ|Pima|0|2987105|S5715 - 809|S5715|809|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7404|S5715 - 809
S5715|811|3090|04019|AZ|Pima|0|2990263|S5715 - 811|S5715|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7405|S5715 - 811
S5715|813|3090|04019|AZ|Pima|0|2993421|S5715 - 813|S5715|813|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7406|S5715 - 813
S5715|815|3090|04019|AZ|Pima|0|2996579|S5715 - 815|S5715|815|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7407|S5715 - 815
S5715|817|3090|04019|AZ|Pima|0|2999737|S5715 - 817|S5715|817|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7408|S5715 - 817
S5715|818|3090|04019|AZ|Pima|0|3002895|S5715 - 818|S5715|818|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7409|S5715 - 818
S5715|820|3090|04019|AZ|Pima|0|3009214|S5715 - 820|S5715|820|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7411|S5715 - 820
S5715|821|3090|04019|AZ|Pima|0|3012372|S5715 - 821|S5715|821|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7412|S5715 - 821
S5715|822|3090|04019|AZ|Pima|0|3015530|S5715 - 822|S5715|822|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7413|S5715 - 822
