ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber:1|PlanID:1|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id:1
S5715|813|45940|48453|TX|Travis|0|2996066|S5715 - 813|S5715|813|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7406|S5715 - 813
S5715|815|45940|48453|TX|Travis|0|2999224|S5715 - 815|S5715|815|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7407|S5715 - 815
S5715|817|45940|48453|TX|Travis|0|3002382|S5715 - 817|S5715|817|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7408|S5715 - 817
S5715|818|45940|48453|TX|Travis|0|3005540|S5715 - 818|S5715|818|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7409|S5715 - 818
S5715|820|45940|48453|TX|Travis|0|3011859|S5715 - 820|S5715|820|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7411|S5715 - 820
S5715|821|45940|48453|TX|Travis|0|3015017|S5715 - 821|S5715|821|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7412|S5715 - 821
S5715|822|45940|48453|TX|Travis|0|3018175|S5715 - 822|S5715|822|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7413|S5715 - 822
S5715|823|45940|48453|TX|Travis|0|3021333|S5715 - 823|S5715|823|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7414|S5715 - 823
S5715|824|45940|48453|TX|Travis|0|3024491|S5715 - 824|S5715|824|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|HCSC INSURANCE SERVICES COMPANY|Blue Cross and Blue Shield of IL, NM, OK, TX|Blue Cross Group MedicareRx Plan (PDP)|Health Care Service Corporation|01/01/2006|7415|S5715 - 824
S5726|805|45940|48453|TX|Travis|0|3028051|S5726 - 805|S5726|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|BLUE CROSS AND BLUE SHIELD OF KANSAS|Blue Cross and Blue Shield of Kansas or Blue KC|Blue MedicareRx (PDP)|Blue Cross Blue Shield of Kansas|01/01/2006|7418|S5726 - 805
S5743|802|45940|48453|TX|Travis|0|3032407|S5743 - 802|S5743|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|WELLMARK  IA & SD, & BCBS MN, MT, NE, ND,& WY|MedicareBlue Rx|Group MedicareBlue Rx (PDP)|BCBS MN, MT, NE, ND, WY, Wellmark IA and SD|01/01/2006|7421|S5743 - 802
S5743|805|45940|48453|TX|Travis|0|3035565|S5743 - 805|S5743|805|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|WELLMARK  IA & SD, & BCBS MN, MT, NE, ND,& WY|MedicareBlue Rx|Group MedicareBlue Rx Self-funded (PDP)|BCBS MN, MT, NE, ND, WY, Wellmark IA and SD|01/01/2006|7422|S5743 - 805
S5795|804|45940|48453|TX|Travis|0|3041042|S5795 - 804|S5795|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|USABLE MUTUAL INSURANCE COMPANY|Arkansas Blue Medicare|Arkansas BCBS Std Def Employer CY 4 (PDP)|USAble Mutual Insurance Company|01/01/2006|7428|S5795 - 804
S5795|809|45940|48453|TX|Travis|0|3044200|S5795 - 809|S5795|809|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|USABLE MUTUAL INSURANCE COMPANY|Arkansas Blue Medicare|Arkansas BCBS Std Def Employer NCY 4 (PDP)|USAble Mutual Insurance Company|01/01/2006|7429|S5795 - 809
S5795|811|45940|48453|TX|Travis|0|3047358|S5795 - 811|S5795|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|USABLE MUTUAL INSURANCE COMPANY|Arkansas Blue Medicare|ABCBS Group Basic CY (PDP)|USAble Mutual Insurance Company|01/01/2006|7430|S5795 - 811
S5795|812|45940|48453|TX|Travis|0|3050516|S5795 - 812|S5795|812|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|USABLE MUTUAL INSURANCE COMPANY|Arkansas Blue Medicare|ABCBS Group Basic PY (PDP)|USAble Mutual Insurance Company|01/01/2006|7431|S5795 - 812
S5805|803|45940|48453|TX|Travis|0|3053869|S5805 - 803|S5805|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7433|S5805 - 803
S5805|804|45940|48453|TX|Travis|0|3057027|S5805 - 804|S5805|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7434|S5805 - 804
S5805|807|45940|48453|TX|Travis|0|3060185|S5805 - 807|S5805|807|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7435|S5805 - 807
S5805|808|45940|48453|TX|Travis|0|3063343|S5805 - 808|S5805|808|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7436|S5805 - 808
S5805|809|45940|48453|TX|Travis|0|3066501|S5805 - 809|S5805|809|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7437|S5805 - 809
S5805|810|45940|48453|TX|Travis|0|3069659|S5805 - 810|S5805|810|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7438|S5805 - 810
S5805|811|45940|48453|TX|Travis|0|3072817|S5805 - 811|S5805|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7439|S5805 - 811
S5805|812|45940|48453|TX|Travis|0|3075975|S5805 - 812|S5805|812|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7440|S5805 - 812
S5805|813|45940|48453|TX|Travis|0|3079133|S5805 - 813|S5805|813|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7441|S5805 - 813
S5805|814|45940|48453|TX|Travis|0|3082291|S5805 - 814|S5805|814|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7442|S5805 - 814
S5805|815|45940|48453|TX|Travis|0|3085449|S5805 - 815|S5805|815|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7443|S5805 - 815
S5805|816|45940|48453|TX|Travis|0|3088607|S5805 - 816|S5805|816|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7444|S5805 - 816
S5805|818|45940|48453|TX|Travis|0|3091765|S5805 - 818|S5805|818|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7445|S5805 - 818
S5805|819|45940|48453|TX|Travis|0|3094923|S5805 - 819|S5805|819|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7446|S5805 - 819
S5805|820|45940|48453|TX|Travis|0|3098081|S5805 - 820|S5805|820|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7447|S5805 - 820
S5805|821|45940|48453|TX|Travis|0|3101239|S5805 - 821|S5805|821|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7448|S5805 - 821
S5805|822|45940|48453|TX|Travis|0|3104397|S5805 - 822|S5805|822|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7449|S5805 - 822
S5805|823|45940|48453|TX|Travis|0|3107555|S5805 - 823|S5805|823|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7450|S5805 - 823
S5805|824|45940|48453|TX|Travis|0|3110713|S5805 - 824|S5805|824|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7451|S5805 - 824
S5805|825|45940|48453|TX|Travis|0|3113871|S5805 - 825|S5805|825|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7452|S5805 - 825
S5805|826|45940|48453|TX|Travis|0|3117029|S5805 - 826|S5805|826|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7453|S5805 - 826
S5805|827|45940|48453|TX|Travis|0|3120187|S5805 - 827|S5805|827|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7454|S5805 - 827
S5805|828|45940|48453|TX|Travis|0|3123345|S5805 - 828|S5805|828|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7455|S5805 - 828
S5805|829|45940|48453|TX|Travis|0|3126503|S5805 - 829|S5805|829|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7456|S5805 - 829
S5805|830|45940|48453|TX|Travis|0|3129661|S5805 - 830|S5805|830|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7457|S5805 - 830
S5805|831|45940|48453|TX|Travis|0|3132819|S5805 - 831|S5805|831|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7458|S5805 - 831
S5805|832|45940|48453|TX|Travis|0|3135977|S5805 - 832|S5805|832|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7459|S5805 - 832
S5805|833|45940|48453|TX|Travis|0|3139135|S5805 - 833|S5805|833|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7460|S5805 - 833
S5805|834|45940|48453|TX|Travis|0|3142293|S5805 - 834|S5805|834|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7461|S5805 - 834
S5805|835|45940|48453|TX|Travis|0|3145451|S5805 - 835|S5805|835|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7462|S5805 - 835
S5805|836|45940|48453|TX|Travis|0|3148609|S5805 - 836|S5805|836|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7463|S5805 - 836
S5805|837|45940|48453|TX|Travis|0|3151767|S5805 - 837|S5805|837|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7464|S5805 - 837
S5805|838|45940|48453|TX|Travis|0|3154925|S5805 - 838|S5805|838|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7465|S5805 - 838
S5820|804|45940|48453|TX|Travis|0|3169021|S5820 - 804|S5820|804|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7505|S5820 - 804
S5820|807|45940|48453|TX|Travis|0|3172117|S5820 - 807|S5820|807|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7506|S5820 - 807
S5820|808|45940|48453|TX|Travis|0|3175213|S5820 - 808|S5820|808|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7507|S5820 - 808
S5820|810|45940|48453|TX|Travis|0|3178309|S5820 - 810|S5820|810|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7508|S5820 - 810
S5820|811|45940|48453|TX|Travis|0|3181405|S5820 - 811|S5820|811|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7509|S5820 - 811
S5820|812|45940|48453|TX|Travis|0|3184501|S5820 - 812|S5820|812|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7510|S5820 - 812
S5820|813|45940|48453|TX|Travis|0|3187597|S5820 - 813|S5820|813|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7511|S5820 - 813
S5820|814|45940|48453|TX|Travis|0|3190693|S5820 - 814|S5820|814|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7512|S5820 - 814
S5820|815|45940|48453|TX|Travis|0|3193789|S5820 - 815|S5820|815|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7513|S5820 - 815
S5820|816|45940|48453|TX|Travis|0|3196885|S5820 - 816|S5820|816|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7514|S5820 - 816
S5820|817|45940|48453|TX|Travis|0|3199981|S5820 - 817|S5820|817|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7515|S5820 - 817
S5820|818|45940|48453|TX|Travis|0|3203077|S5820 - 818|S5820|818|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7516|S5820 - 818
S5820|819|45940|48453|TX|Travis|0|3206173|S5820 - 819|S5820|819|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7517|S5820 - 819
S5820|820|45940|48453|TX|Travis|0|3209269|S5820 - 820|S5820|820|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7518|S5820 - 820
S5820|821|45940|48453|TX|Travis|0|3212365|S5820 - 821|S5820|821|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7519|S5820 - 821
S5820|822|45940|48453|TX|Travis|0|3215462|S5820 - 822|S5820|822|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7520|S5820 - 822
S5820|823|45940|48453|TX|Travis|0|3218558|S5820 - 823|S5820|823|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7521|S5820 - 823
S5820|824|45940|48453|TX|Travis|0|3221654|S5820 - 824|S5820|824|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7522|S5820 - 824
S5820|825|45940|48453|TX|Travis|0|3224750|S5820 - 825|S5820|825|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7523|S5820 - 825
S5820|826|45940|48453|TX|Travis|0|3227846|S5820 - 826|S5820|826|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7524|S5820 - 826
S5820|827|45940|48453|TX|Travis|0|3230944|S5820 - 827|S5820|827|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7525|S5820 - 827
S5820|828|45940|48453|TX|Travis|0|3234040|S5820 - 828|S5820|828|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7526|S5820 - 828
S5820|829|45940|48453|TX|Travis|0|3237136|S5820 - 829|S5820|829|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7527|S5820 - 829
S5820|830|45940|48453|TX|Travis|0|3240232|S5820 - 830|S5820|830|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7528|S5820 - 830
S5820|831|45940|48453|TX|Travis|0|3243328|S5820 - 831|S5820|831|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7529|S5820 - 831
S5820|832|45940|48453|TX|Travis|0|3246424|S5820 - 832|S5820|832|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7530|S5820 - 832
S5820|834|45940|48453|TX|Travis|0|3252623|S5820 - 834|S5820|834|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7532|S5820 - 834
S5820|835|45940|48453|TX|Travis|0|3255719|S5820 - 835|S5820|835|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7533|S5820 - 835
S5820|836|45940|48453|TX|Travis|0|3258815|S5820 - 836|S5820|836|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|UNITEDHEALTHCARE INSURANCE COMPANY|UnitedHealthcare|UnitedHealthcare MedicareRx for Groups (PDP)|UnitedHealth Group, Inc.|01/01/2006|7534|S5820 - 836
