ContractNumber|PlanID|SSAStateCountyCode|FIPSStateCountyCode|State|County|Enrollment|EnrollmentSerial|id|ContractNumber|PlanID|OrganizationType|PlanType|OffersPartD|SNPPlan|EGHP|OrganizationName|OrganizationMarketingName|PlanName|ParentOrganization|ContractEffectiveDate|ContractSerial|id
H1036|146|10580|12117|FL|Seminole|3717|231038|H1036 - 146|H1036|146|Local CCP|HMO/HMOPOS|Yes|No|No|HUMANA MEDICAL PLAN, INC.|Humana|Humana Gold Plus H1036-146 (HMO)|Humana Inc.|02/01/1986|917|H1036 - 146
H0332|811|45610|48201|TX|Harris|3716|72635|H0332 - 811|H0332|811|Local CCP|HMO/HMOPOS|Yes|No|Yes|KS PLAN ADMINISTRATORS, LLC|KelseyCare Advantage|KelseyCare Advantage Rx Retiree (HMO)|Kelsey-Seybold Medical Group, PLLC|01/01/2008|211|H0332 - 811
S5921|386|31290|34025|NJ|Monmouth|3716|3331358|S5921 - 386|S5921|386|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7686|S5921 - 386
H2001|816|5060|06013|CA|Contra Costa|3706|495209|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
S4802|146|10120|12086|FL|Miami-Dade|3703|2726447|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S7694|126|39560|42091|PA|Montgomery|3701|3432573|S7694 - 126|S7694|126|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|ELIXIR INSURANCE COMPANY|Elixir Insurance|Elixir RxPlus (PDP)|Rite Aid Corporation|01/01/2007|7904|S7694 - 126
S5601|818|7040|09009|CT|New Haven|3699|2901137|S5601 - 818|S5601|818|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Rx offered by SilverScript - SF (PDP)|CVS Health Corporation|01/01/2006|7267|S5601 - 818
S4802|139|31200|34013|NJ|Essex|3695|2724734|S4802 - 139|S4802|139|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7039|S4802 - 139
S5884|211|5660|06111|CA|Ventura|3694|3300402|S5884 - 211|S5884|211|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7635|S5884 - 211
S5601|801|39560|42091|PA|Montgomery|3692|2852290|S5601 - 801|S5601|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group (PDP)|CVS Health Corporation|01/01/2006|7251|S5601 - 801
S5884|140|26940|29189|MO|St. Louis|3685|3277832|S5884 - 140|S5884|140|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7564|S5884 - 140
H9572|802|23600|26121|MI|Muskegon|3682|2484565|H9572 - 802|H9572|802|Local CCP|Local PPO|No|No|Yes|BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY|Blue Cross Blue Shield of Michigan|Medicare Plus Blue PPO Employer CY (PPO)|Blue Cross Blue Shield of Michigan Mutual Ins. Co.|01/01/2010|6681|H9572 - 802
S5601|178|33800|36119|NY|Westchester|3678|2839075|S5601 - 178|S5601|178|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7218|S5601 - 178
S5601|801|21100|24021|MD|Frederick|3672|2851203|S5601 - 801|S5601|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group (PDP)|CVS Health Corporation|01/01/2006|7251|S5601 - 801
S4802|137|7010|09003|CT|Hartford|3669|2724401|S4802 - 137|S4802|137|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7037|S4802 - 137
S4802|142|49200|51041|VA|Chesterfield|3669|2725304|S4802 - 142|S4802|142|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7042|S4802 - 142
S5617|262|14141|17031|IL|Cook|3669|2932758|S5617 - 262|S5617|262|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Extra Rx (PDP)|CIGNA|01/01/2006|7324|S5617 - 262
S5884|188|42250|45051|SC|Horry|3664|3292699|S5884 - 188|S5884|188|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7612|S5884 - 188
S4802|146|10590|12119|FL|Sumter|3663|2726464|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
H2001|816|26090|29019|MO|Boone|3661|496510|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
H5521|140|42450|45091|SC|York|3661|1859413|H5521 - 140|H5521|140|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plan (PPO)|CVS Health Corporation|01/01/2006|4791|H5521 - 140
S5921|403|45390|48113|TX|Dallas|3656|3335893|S5921 - 403|S5921|403|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7703|S5921 - 403
H5216|247|50160|53033|WA|King|3655|1777039|H5216 - 247|H5216|247|Local CCP|Local PPO|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|HumanaChoice H5216-247 (PPO)|Humana Inc.|07/01/2005|4303|H5216 - 247
S5884|187|34910|37183|NC|Wake|3654|3292420|S5884 - 187|S5884|187|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7611|S5884 - 187
S5601|801|39010|42003|PA|Allegheny|3640|2852246|S5601 - 801|S5601|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group (PDP)|CVS Health Corporation|01/01/2006|7251|S5601 - 801
S5660|801|31290|34025|NJ|Monmouth|3640|2957084|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
S5660|801|45130|48029|TX|Bexar|3637|2957836|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
H5216|805|1400|01081|AL|Lee|3635|1781553|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
S5884|143|45130|48029|TX|Bexar|3635|3279762|S5884 - 143|S5884|143|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7567|S5884 - 143
S5884|201|45130|48029|TX|Bexar|3630|3297701|S5884 - 201|S5884|201|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7625|S5884 - 201
S4802|140|21010|24003|MD|Anne Arundel|3622|2724835|S4802 - 140|S4802|140|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7040|S4802 - 140
S8841|803|31360|34037|NJ|Sussex|3621|3491717|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S5601|815|45480|48141|TX|El Paso|3616|2897092|S5601 - 815|S5601|815|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7265|S5601 - 815
S5884|190|10050|12011|FL|Broward|3616|3293220|S5884 - 190|S5884|190|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7614|S5884 - 190
H5216|805|18360|21073|KY|Franklin|3610|1782539|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
H0543|806|5200|06037|CA|Los Angeles|3603|98895|H0543 - 806|H0543|806|Local CCP|HMO/HMOPOS|Yes|No|Yes|UHC OF CALIFORNIA|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (HMO)|UnitedHealth Group, Inc.|06/01/1985|409|H0543 - 806
S5921|383|10470|12095|FL|Orange|3598|3330962|S5921 - 383|S5921|383|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7683|S5921 - 383
H5521|801|10570|12115|FL|Sarasota|3594|1866518|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5601|190|15480|18097|IN|Marion|3592|2843705|S5601 - 190|S5601|190|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7230|S5601 - 190
S5884|175|29010|32003|NV|Clark|3592|3290377|S5884 - 175|S5884|175|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7599|S5884 - 175
H5521|801|5400|06059|CA|Orange|3591|1866356|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
H5216|805|34640|37129|NC|New Hanover|3590|1783419|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
H5521|801|39620|42101|PA|Philadelphia|3590|1868435|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5921|350|21150|24031|MD|Montgomery|3588|3320893|S5921 - 350|S5921|350|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7650|S5921 - 350
H2001|816|5000|06001|CA|Alameda|3581|495203|H2001 - 816|H2001|816|Local CCP|Local PPO|Yes|No|Yes|SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.|UnitedHealthcare|UnitedHealthcare Group Medicare Advantage (PPO)|UnitedHealth Group, Inc.|08/01/2005|1630|H2001 - 816
S5617|221|23620|26125|MI|Oakland|3575|2926379|S5617 - 221|S5617|221|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7301|S5617 - 221
S5601|815|45530|48157|TX|Fort Bend|3574|2897100|S5601 - 815|S5601|815|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7265|S5601 - 815
H5521|801|52520|55105|WI|Rock|3573|1869242|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5921|348|22160|25025|MA|Suffolk|3571|3320396|S5921 - 348|S5921|348|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7648|S5921 - 348
H5521|801|31250|34019|NJ|Hunterdon|3569|1867924|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5921|349|31290|34025|NJ|Monmouth|3569|3320741|S5921 - 349|S5921|349|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7649|S5921 - 349
S5884|103|21150|24031|MD|Montgomery|3567|3266444|S5884 - 103|S5884|103|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7541|S5884 - 103
S5921|395|36170|39035|OH|Cuyahoga|3567|3333431|S5921 - 395|S5921|395|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Walgreens (PDP)|UnitedHealth Group, Inc.|01/01/2006|7695|S5921 - 395
S4802|160|6380|08077|CO|Mesa|3564|2731606|S4802 - 160|S4802|160|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7060|S4802 - 160
S5660|806|23460|26093|MI|Livingston|3556|2969299|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
H5521|801|30060|33013|NH|Merrimack|3552|1867911|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S4802|138|33590|36081|NY|Queens|3537|2724624|S4802 - 138|S4802|138|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7038|S4802 - 138
S4802|146|10070|12015|FL|Charlotte|3533|2726412|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S5884|103|21030|24510|MD|Baltimore City|3533|3266453|S5884 - 103|S5884|103|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Basic Rx Plan (PDP)|Humana Inc.|01/01/2006|7541|S5884 - 103
S4802|150|15280|18057|IN|Hamilton|3532|2727967|S4802 - 150|S4802|150|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7050|S4802 - 150
S5660|806|23400|26081|MI|Kent|3530|2969293|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
S5617|277|5200|06037|CA|Los Angeles|3528|2936012|S5617 - 277|S5617|277|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Extra Rx (PDP)|CIGNA|01/01/2006|7339|S5617 - 277
S4802|146|10520|12105|FL|Polk|3519|2726457|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S5660|801|23810|26163|MI|Wayne|3519|2956610|S5660 - 801|S5660|801|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7383|S5660 - 801
H5216|233|12020|15003|HI|Honolulu|3517|1776270|H5216 - 233|H5216|233|Local CCP|Local PPO|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|HumanaChoice H5216-233 (PPO)|Humana Inc.|07/01/2005|4292|H5216 - 233
H5521|801|39560|42091|PA|Montgomery|3517|1868430|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S4802|163|5510|06081|CA|San Mateo|3514|2731969|S4802 - 163|S4802|163|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7063|S4802 - 163
S4802|151|14640|17111|IL|McHenry|3512|2728412|S4802 - 151|S4802|151|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7051|S4802 - 151
H5216|805|34500|37101|NC|Johnston|3501|1783405|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
H5216|805|34730|37147|NC|Pitt|3500|1783428|H5216 - 805|H5216|805|Local CCP|Local PPO|Yes|No|Yes|HUMANA INSURANCE COMPANY|Humana|Humana Medicare Employer (PPO)|Humana Inc.|07/01/2005|4356|H5216 - 805
S5601|200|28270|31055|NE|Douglas|3499|2847832|S5601 - 200|S5601|200|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7240|S5601 - 200
S5617|222|18550|21111|KY|Jefferson|3499|2926842|S5617 - 222|S5617|222|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|CIGNA HEALTH AND LIFE INSURANCE COMPANY|Cigna|Cigna Secure Rx (PDP)|CIGNA|01/01/2006|7302|S5617 - 222
S4802|139|31350|34035|NJ|Somerset|3496|2724745|S4802 - 139|S4802|139|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7039|S4802 - 139
S5601|186|10280|12057|FL|Hillsborough|3496|2841568|S5601 - 186|S5601|186|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7226|S5601 - 186
S5884|168|45910|48439|TX|Tarrant|3495|3288696|S5884 - 168|S5884|168|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Premier Rx Plan (PDP)|Humana Inc.|01/01/2006|7592|S5884 - 168
H5216|203|11470|13121|GA|Fulton|3491|1772957|H5216 - 203|H5216|203|Local CCP|Local PPO|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|HumanaChoice H5216-203 (PPO)|Humana Inc.|07/01/2005|4266|H5216 - 203
S5884|201|45410|48121|TX|Denton|3490|3297747|S5884 - 201|S5884|201|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7625|S5884 - 201
S4802|160|6060|08013|CO|Boulder|3484|2731573|S4802 - 160|S4802|160|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7060|S4802 - 160
S4802|235|5400|06059|CA|Orange|3484|2740326|S4802 - 235|S4802|235|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Medicare Rx Value Plus (PDP)|Centene Corporation|01/01/2006|7097|S4802 - 235
H5521|270|10520|12105|FL|Polk|3481|1862815|H5521 - 270|H5521|270|Local CCP|Local PPO|Yes|No|No|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Premier Plus (PPO)|CVS Health Corporation|01/01/2006|4860|H5521 - 270
H5521|801|36530|39103|OH|Medina|3481|1868235|H5521 - 801|H5521|801|Local CCP|Local PPO|No|No|Yes|AETNA LIFE INSURANCE COMPANY|Aetna Medicare|Aetna Medicare Plan (PPO)|CVS Health Corporation|01/01/2006|4928|H5521 - 801
S5921|358|23490|26099|MI|Macomb|3479|3323736|S5921 - 358|S5921|358|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|UNITEDHEALTHCARE INS. CO. & UHC INS. CO. OF NY|UnitedHealthcare|AARP MedicareRx Saver Plus (PDP)|UnitedHealth Group, Inc.|01/01/2006|7658|S5921 - 358
S8841|803|2090|02090|AK|Fairbanks North Star|3479|3489997|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S4802|146|10540|12109|FL|St. Johns|3475|2726459|S4802 - 146|S4802|146|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|WELLCARE PRESCRIPTION INSURANCE, INC.|Wellcare|Wellcare Value Script (PDP)|Centene Corporation|01/01/2006|7046|S4802 - 146
S5660|806|23220|26045|MI|Eaton|3475|2969275|S5660 - 806|S5660|806|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7387|S5660 - 806
S5884|190|10280|12057|FL|Hillsborough|3473|3293242|S5884 - 190|S5884|190|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|HUMANA INSURANCE COMPANY|Humana|Humana Walmart Value Rx Plan (PDP)|Humana Inc.|01/01/2006|7614|S5884 - 190
S5660|802|36580|39113|OH|Montgomery|3472|2960611|S5660 - 802|S5660|802|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY|Express Scripts Medicare|Express Scripts Medicare (PDP)|CIGNA|01/01/2006|7384|S5660 - 802
S8841|803|2170|02170|AK|Matanuska-Susitna|3470|3490005|S8841 - 803|S8841|803|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|OPTUM INSURANCE OF OHIO, INC.|Optum Insurance of Ohio, Inc.|OptumRx CORE Silver 2022 - CY (PDP)|UnitedHealth Group, Inc.|01/01/2007|7939|S8841 - 803
S5601|813|33800|36119|NY|Westchester|3467|2890054|S5601 - 813|S5601|813|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|Yes|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript Group SF (PDP)|CVS Health Corporation|01/01/2006|7263|S5601 - 813
S5601|186|10400|12081|FL|Manatee|3462|2841580|S5601 - 186|S5601|186|Medicare Prescription Drug Plan|Medicare Prescription Drug Plan|Yes|No|No|SILVERSCRIPT INSURANCE COMPANY|Aetna Medicare|SilverScript SmartRx (PDP)|CVS Health Corporation|01/01/2006|7226|S5601 - 186
